area,bbox_h,bbox_w,aspect,elongation,max_p,mean_p,top5_mean_p,integrated_logit,frac_real_label_overlap,mf_snr,mf_n_line,mf_flux,mf_length,lmf_snr_30,lmf_flux_30,lmf_snr_60,lmf_flux_60,lmf_snr_90,lmf_flux_90,lmf_snr_120,lmf_flux_120,loc_med_z,loc_std_z,loc_max_z,loc_min_z,loc_skew,loc_pos_frac,loc_neg_frac,loc_sum_z,loc_dipole,loc_npos,loc_nneg,pcount,p_med_mf_snr,mf_snr_norm,area_ratio,masnr_30,maflux_30,meanang_30,masnr_50,maflux_50,meanang_50,masnr_80,maflux_80,meanang_80,lpca_snr_w48_t10_L50,lpca_flux_w48_t10_L50,lpca_elong_w48_t10,lpca_L_w48_t10,lpca_snr_w48_t10_L80,lpca_flux_w48_t10_L80,lpca_snr_w32_t05_L40,lpca_flux_w32_t05_L40,lpca_elong_w32_t05,lpca_L_w32_t05,lpca_snr_w64_t20_L60,lpca_flux_w64_t20_L60,lpca_elong_w64_t20,lpca_L_w64_t20,or_r,or_beta,or_n_pix,or_agg_max,or_agg_mean_loose,or_agg_mean_tight,or_snr_L30,or_flux_L30,or_snr_L50,or_flux_L50,or_snr_L80,or_flux_L80,ObjID,image_id,score_rf,trail_length,snr
608.0,31.0,30.0,1.0333333333333334,3.4531618537230018,0.9876761436462402,0.8549675941467285,0.9845368266105652,1247.1424560546875,0.0,2.355710983276367,142.0,456.21881103515625,42.13445281982422,3.072615146636963,528.4746704101562,1.6686041355133057,377.71234130859375,2.217639446258545,613.7576904296875,2.498793363571167,797.867919921875,0.026183439418673515,1.0065685510635376,3.708066463470459,-3.6520943641662598,-0.012498578056693077,0.022705078125,0.025634765625,46.04396057128906,0.05597209930419922,93.0,105.0,8.0,1.3515191078186035,1.0041918754577637,0.927536231884058,3.635608196258545,547.9403686523438,30.0,3.856691837310791,757.35302734375,15.0,2.823517084121704,724.6729736328125,15.0,2.422220468521118,462.4450988769531,1.8535255193710327,53.30997085571289,1.2817741632461548,307.57196044921875,3.1225831508636475,596.1568603515625,3.139660596847534,43.92250442504883,2.4122605323791504,475.32415771484375,16.2679443359375,94.93590545654297,0.882975697517395,50.50387954711914,792.0,0.9813004732131958,0.6001545190811157,0.6918990015983582,3.1434693336486816,520.9942016601562,2.518167495727539,533.6002807617188,2.1439154148101807,566.1305541992188,K25F28Z,96,0.030316645075540303,9.612382115146588,3.4362678430678093
490.0,29.0,23.0,1.2608695652173914,1.9514452504966446,0.9948493838310242,0.9036020636558533,0.9927627444267273,1296.612060546875,0.0,2.66823148727417,91.0,263.0635681152344,32.700645446777344,2.1284337043762207,196.75311279296875,1.9930599927902222,256.45001220703125,2.2495715618133545,356.4103088378906,2.1567957401275635,393.73388671875,0.014160911552608013,0.988647997379303,3.6412694454193115,-4.046065807342529,0.08312803506851196,0.02685546875,0.01708984375,63.526878356933594,-0.4047963619232178,110.0,70.0,9.0,1.7545815706253052,0.9136499166488647,0.8277027027027027,3.453972578048706,338.6543273925781,105.0,3.1364545822143555,443.27813720703125,135.0,3.142988920211792,508.443115234375,90.0,1.6770004034042358,201.38009643554688,2.0420939922332764,31.4942569732666,1.984199047088623,298.5861511230469,2.4272022247314453,263.0987548828125,2.054612398147583,32.30562973022461,1.8241652250289917,238.47378540039062,2.0482277870178223,30.861562728881836,0.7956137657165527,67.5922622680664,560.0,0.9958747029304504,0.7347406148910522,0.7973193526268005,2.2474286556243896,209.04747009277344,1.392472743988037,167.8311767578125,1.8082858324050903,274.032958984375,K25F28Z,210,0.08144265763384537,9.794496677203378,5.015826148016036
784.0,35.0,40.0,1.1428571428571428,4.494709327163394,0.9969147443771362,0.854486882686615,0.9953047633171082,1734.049560546875,0.0,2.955606698989868,169.0,496.7999572753906,49.966976165771484,4.130816459655762,544.683349609375,3.3453593254089355,614.7662353515625,3.540611982345581,790.2745971679688,3.9350321292877197,1009.9222412109375,0.055627841502428055,1.0008856058120728,4.08146333694458,-4.155760288238525,0.013652630150318146,0.02685546875,0.02099609375,213.1569366455078,-0.07429695129394531,110.0,86.0,9.0,1.2686938047409058,1.6869128942489624,1.5223300970873785,3.881478786468506,531.1262817382812,45.0,4.169132709503174,727.23193359375,45.0,4.052599906921387,895.3992309570312,45.0,1.726183295249939,262.1911315917969,1.5574806928634644,88.70635986328125,1.8411399126052856,349.8688049316406,3.0740134716033936,456.6508483886719,4.501285076141357,64.80188751220703,0.9019066095352173,167.77926635742188,1.9630309343338013,117.2366943359375,0.8559170365333557,40.81364059448242,1106.0,0.9966968297958374,0.5686067342758179,0.652761697769165,4.130816459655762,544.683349609375,3.780979633331299,633.651611328125,3.6466410160064697,768.998291015625,K25F20L,252,0.13596488582345106,9.161232708584228,2.8066451743003125
376.0,22.0,22.0,1.0,1.4296653732178337,0.9951798915863037,0.9064034819602966,0.9928658604621887,1006.3878173828125,0.0,15.054121017456055,94.0,4855.79052734375,27.429807662963867,14.335833549499512,4863.8505859375,10.884909629821777,5069.8310546875,9.410789489746094,5404.73974609375,8.497724533081055,5539.98828125,0.021570052951574326,1.1729280948638916,7.314991474151611,-3.5151453018188477,0.6710248589515686,0.04638671875,0.02392578125,235.83676147460938,3.7998461723327637,190.0,98.0,13.0,1.420179843902588,13.633941650390625,1.0,15.187424659729004,4793.42578125,15.0,11.690237998962402,5056.119140625,60.0,9.48304557800293,5001.462890625,15.0,10.482230186462402,4493.12353515625,1.483893632888794,25.575958251953125,9.643424034118652,5193.05029296875,10.297656059265137,3965.80517578125,1.489350438117981,26.201906204223633,10.868568420410156,5139.11865234375,1.4717679023742676,24.818944931030273,0.6774260401725769,42.4902229309082,436.0,0.9964640736579895,0.7581416964530945,0.7842516303062439,14.71263313293457,4919.16845703125,10.482230186462402,4493.12353515625,9.643424034118652,5193.05029296875,K25F20L,277,0.19885092362834647,7.292731852907838,4.2308861165651415
509.0,28.0,25.0,1.12,2.1808181848846124,0.993838906288147,0.9030378460884094,0.9928833246231079,1349.9462890625,0.0,25.315948486328125,126.0,11773.7041015625,34.57882308959961,26.313982009887695,11118.26171875,17.933467864990234,10767.318359375,15.430933952331543,11147.119140625,14.65231704711914,12171.7490234375,0.0,1.2752599716186523,11.812613487243652,-3.7252681255340576,2.0179660320281982,0.047119140625,0.026123046875,486.0328063964844,8.087345123291016,193.0,107.0,8.0,2.865607738494873,22.450340270996094,0.8583473861720068,25.720020294189453,11277.529296875,45.0,20.496858596801758,11202.0,60.0,16.287071228027344,11210.66015625,60.0,19.9868106842041,10796.962890625,2.2007052898406982,33.00244140625,17.12228775024414,11613.4921875,23.682723999023438,11442.8642578125,2.2604942321777344,33.59897994995117,17.933467864990234,10767.318359375,2.2316439151763916,31.974605560302734,0.8041890263557434,52.5563850402832,581.0,0.9971128702163696,0.7666537761688232,0.8056749105453491,25.455238342285156,10858.34765625,20.54546356201172,11163.845703125,16.971330642700195,11553.9755859375,K25F20L,311,0.11912789930399811,6.582523264694413,7.62363304262598
270.0,23.0,18.0,1.2777777777777777,2.094821948256226,0.9468896985054016,0.7828004360198975,0.9429753422737122,383.732666015625,0.0,21.18022346496582,83.0,7949.02587890625,27.084781646728516,21.03615379333496,8446.416015625,15.292333602905273,8451.900390625,12.52931022644043,8465.4033203125,10.606791496276855,8232.705078125,0.04933202266693115,2.1686246395111084,37.89585494995117,-30.40201759338379,3.5885207653045654,0.05859375,0.03369140625,563.4710693359375,7.493837356567383,240.0,138.0,12.0,1.5533485412597656,19.626874923706055,1.7088607594936709,23.044706344604492,10268.5341796875,45.0,18.245763778686523,10278.439453125,45.0,18.52252197265625,11967.560546875,30.0,12.299019813537598,5973.40869140625,14.258316993713379,66.05281066894531,24.6894588470459,14773.9677734375,18.94938850402832,9334.8544921875,4.762300968170166,53.651668548583984,11.463423728942871,5917.0947265625,4.127767086029053,70.65107727050781,0.21337904036045074,46.216407775878906,767.0,0.9171915054321289,0.3519977927207947,0.37651345133781433,23.10847282409668,9567.0107421875,18.783987045288086,9939.71875,18.90149688720703,12579.42578125,K25F20L,305,0.039402366166061034,6.583083281963455,9.832728524546615
1183.0,64.0,37.0,1.7297297297297298,11.2757975493831,0.9984719753265381,0.9309272170066833,0.9983382225036621,3966.777099609375,0.0,8.022928237915039,186.0,4794.98193359375,70.38973236083984,4.084925174713135,1601.13037109375,9.003399848937988,4990.73046875,7.164664268493652,4823.357421875,5.775524139404297,4499.17138671875,0.0,1.0760148763656616,5.853799343109131,-4.082793712615967,0.4055260419845581,0.038818359375,0.027587890625,179.3636932373047,1.771005630493164,159.0,113.0,7.0,1.932072401046753,6.090855598449707,2.7704918032786887,3.2533910274505615,1352.5555419921875,15.0,7.609040260314941,4398.474609375,60.0,6.635187149047852,4830.64697265625,60.0,9.915475845336914,5048.68212890625,10.707391738891602,70.56184387207031,8.160956382751465,5207.2275390625,8.869315147399902,3982.743408203125,10.027484893798828,71.91972351074219,9.003399848937988,4990.73046875,11.003192901611328,68.84930419921875,0.9444345235824585,69.1774673461914,1375.0,0.9969378709793091,0.8040420413017273,0.8373894095420837,3.8686208724975586,1572.1826171875,8.718680381774902,4520.76953125,6.183659076690674,4019.33740234375,K25F20L,291,0.12065241769602618,6.592880201991045,4.113967194858302
479.0,23.0,26.0,1.1304347826086956,1.4189095853342122,0.9980456233024597,0.9350427985191345,0.997574508190155,1603.6593017578125,0.0,2.848803758621216,81.0,321.563720703125,30.388742446899414,2.729583740234375,306.1987609863281,3.7358455657958984,592.667236328125,1.5290074348449707,297.0826110839844,1.8096133470535278,407.26373291015625,0.020130179822444916,0.9984327554702759,3.7116103172302246,-3.5120277404785156,0.0691550150513649,0.027587890625,0.018310546875,149.21990966796875,0.19958257675170898,113.0,75.0,5.0,2.5623981952667236,0.2864055633544922,0.7639553429027113,4.1417717933654785,486.1297912597656,30.0,5.4832892417907715,836.631103515625,165.0,2.9194469451904297,557.7076416015625,165.0,2.5055620670318604,369.15325927734375,1.3842087984085083,28.478574752807617,2.0309512615203857,376.0882263183594,3.0003511905670166,394.6666564941406,1.4065402746200562,30.98819923400879,2.863182306289673,457.0550537109375,1.4258785247802734,28.17755126953125,0.6183814406394958,157.08802795410156,539.0,0.9968229532241821,0.7845854163169861,0.8357272744178772,2.729583740234375,306.1987609863281,4.1309428215026855,601.9744873046875,1.6630021333694458,303.6845703125,K25F20L,308,0.18653737981759508,8.35086219058623,2.6664569252149395
938.0,53.0,33.0,1.606060606060606,6.844736570000481,0.9960964322090149,0.8299885988235474,0.9947386980056763,1883.9371337890625,0.0,2.002837896347046,152.0,321.8194580078125,61.66889953613281,3.386523962020874,384.77392578125,2.270784616470337,358.82220458984375,0.8937264680862427,171.97984313964844,0.9204666018486023,203.93963623046875,0.012241005897521973,0.9970514178276062,3.5660550594329834,-3.6366021633148193,0.09620800614356995,0.02392578125,0.02001953125,127.25181579589844,-0.07054710388183594,98.0,82.0,9.0,2.002837896347046,0.0,1.5844594594594594,3.386523962020874,434.01348876953125,60.0,3.0710294246673584,483.62091064453125,75.0,3.499087333679199,700.5763549804688,75.0,1.308766484260559,211.67384338378906,6.335304260253906,83.53119659423828,1.7429624795913696,351.91546630859375,3.4973769187927246,478.0611572265625,5.863835334777832,67.42855834960938,0.5766898393630981,101.67461395263672,10.095993041992188,98.47175598144531,0.8958209156990051,64.79405975341797,1619.0,0.9965857267379761,0.5453448295593262,0.5789793729782104,3.9236273765563965,457.3802795410156,4.349841594696045,656.2518310546875,3.1914267539978027,598.431884765625,K25F20L,288,0.06853977665602887,8.366290892602587,2.9946191725163214
238.0,20.0,18.0,1.1111111111111112,1.667588812411383,0.91350257396698,0.6601304411888123,0.8957902789115906,167.09359741210938,0.0,2.2723143100738525,88.0,657.9168090820312,25.053335189819336,2.683467149734497,828.2425537109375,2.1818363666534424,957.10400390625,1.4812145233154297,786.5477294921875,2.1456925868988037,1307.859375,-0.015549849718809128,0.9750927090644836,3.4892191886901855,-3.2674877643585205,0.059778906404972076,0.0205078125,0.0166015625,61.456321716308594,0.22173142433166504,84.0,68.0,5.0,1.4088780879974365,0.863436222076416,1.0,3.0607128143310547,954.078125,135.0,3.3484549522399902,1323.51123046875,135.0,2.0940005779266357,1018.3522338867188,105.0,2.0446293354034424,772.896728515625,3.153186321258545,35.100990295410156,0.7221253514289856,343.8446960449219,2.1575541496276855,729.4803466796875,3.301222085952759,38.01456069946289,1.9432724714279175,804.69482421875,3.1273348331451416,33.534461975097656,0.9006977677345276,101.19806671142578,549.0,0.8258357048034668,0.38518497347831726,0.42098578810691833,1.929930567741394,565.0985717773438,2.0446293354034424,772.896728515625,0.7221253514289856,343.8446960449219,K20M02Y,354,0.010888164421026612,10.18521172307774,2.6161800299351707
