,ra,dec,source_type,trail_length,mag,beta,visit,detector,integrated_mag,PSF_mag,SNR,physical_filter,x,y,stack_detection,stack_mag,stack_mag_err,stack_snr
0,38.454432184653335,6.603799116839664,Trail,18.260543650891485,25.52066349095631,151.52563499372445,2024112600130,2,22.366879233060885,23.018691550423426,7.518712928591902,i,4033,2094,True,23.299619157900324,0.18425736614986973,5.892498234643289
1,38.35391478914701,6.687361573542519,Trail,19.842912407515684,26.144354996814073,64.01860020952681,2024112600130,2,22.900341458608633,23.588879441494996,4.418383442729103,i,1763,1528,False,,,
2,38.424789078878376,6.539276583365416,Trail,14.6333024949177,25.44222716903414,155.6472933494685,2024112600130,2,22.52887129332045,23.086423563684193,7.829353168960441,i,4065,3368,False,,,
3,38.49005281106512,6.674334626087458,Trail,13.792652214062464,26.619794691750585,122.51004094378584,2024112600130,2,23.770675228054948,24.304020587813895,2.295685994938313,i,4049,676,False,,,
4,38.3241816189094,6.565386891045847,Trail,15.535070544142581,25.27083765543362,175.53430688766417,2024112600130,2,22.292554581159663,22.875010286907834,8.632073435907811,i,2245,3732,True,23.14314044935092,0.1596046433136837,6.802660512979222
5,38.43917622190748,6.693641549570841,Trail,11.016452256349801,26.21706743828586,118.01614092327944,2024112600130,2,23.611963046723826,24.057604762949445,2.902821932805103,i,3081,761,False,,,
6,38.40008296462697,6.661567580101545,Trail,9.764417235920039,24.986654064763506,165.24291744144838,2024112600130,2,22.512538243137662,22.91413279355765,8.20527840657589,i,2707,1585,True,22.823658545156952,0.12059567300959409,9.003110788823681
7,38.31520386479026,6.739546837246377,Trail,9.06737596466588,26.130386234294637,35.77096428037725,2024112600130,2,23.736682175670516,24.112374225775234,2.7673414132348473,i,731,987,False,,,
8,38.23645490629657,6.610476383306153,Trail,17.7233569627979,26.309823239123794,21.786570696153774,2024112600130,2,23.188458277591064,23.827245665823575,3.5953858019712923,i,482,3688,False,,,
9,38.34027643019041,6.725185671983445,Trail,18.597108908057553,25.339572017184185,161.2627218775012,2024112600130,2,22.165958431218478,22.825782736851764,8.984420370882678,i,1246,1023,True,23.013333676332536,0.14221872342696554,7.634270499662403
10,38.44823423183103,6.727902193689038,Trail,8.70285404195986,24.77109233895156,56.68994002850917,2024112600130,2,22.421938089183712,22.783667027498776,9.531435309596588,i,2957,137,True,22.67815444132513,0.10266474851574994,10.5755502298003
11,38.359871303010515,6.637450836799823,Trail,18.102931395757444,26.063463336752218,57.729811247784625,2024112600130,2,22.919091072794597,23.567112450688956,4.453378375358583,i,2251,2288,True,23.260904027391565,0.18124245005745343,5.990518250078575
12,38.393505805396124,6.625775440028474,Trail,18.66465929172916,25.46729154842145,135.6248043321267,2024112600130,2,22.289741381821692,22.95116028047838,7.887702320731413,i,2883,2214,True,23.05781441608342,0.1501099973219008,7.232937340141583
13,38.31324836731494,6.663306372935384,Trail,13.543403398865452,25.328024669937776,129.71352995463548,2024112600130,2,22.498705133951557,23.02467861044368,7.34694084440096,i,1299,2234,True,23.109606506770856,0.15827279110550072,6.859904328308739
14,38.31543358528786,6.589362100156382,Trail,9.10736178133548,25.694495001338534,33.4827350915859,2024112600130,2,23.29601352919812,23.673219527889596,4.064478853643199,i,1916,3412,True,23.06451254325485,0.15039333535577068,7.219310630951234
15,38.337709384324455,6.6890161703548445,Trail,9.097671917509311,25.474203930342707,75.28969704452754,2024112600130,2,23.07687825248895,23.45371769080701,4.99678018846467,i,1490,1628,False,,,
16,38.381194136749905,6.731191533528034,Trail,13.780045288774195,25.58068208564564,62.80959413371961,2024112600130,2,22.732555473387087,23.265530156424077,6.0728500328723065,i,1856,607,True,23.209235528129206,0.1688032007081131,6.431964561119522
17,38.29636138541702,6.762538261526802,Trail,14.220546885840239,26.292366696868008,79.72702490944731,2024112600130,2,23.410075950444895,23.95586681537587,3.2264254086277564,i,248,762,False,,,
18,38.28739737954192,6.581449195794366,Trail,12.25254888405902,25.007667974127436,125.46914958750331,2024112600130,2,22.287101864389655,22.7733693532865,9.414388541699712,i,1528,3759,True,22.792083618203385,0.1162084684076235,9.343004168592097
19,38.34373081637254,6.733143596223036,Trail,7.51315874840938,25.95217926264545,64.26012270646127,2024112600130,2,23.76262284936749,24.07668428910753,2.853970931180755,i,1239,868,False,,,
20,38.44557947843774,6.707396429644561,Trail,7.64910075469176,25.456821513010556,127.04001351420283,2024112600130,2,23.247795559188788,23.5674705055394,4.602530082086325,i,3076,489,False,,,
21,38.380538969140574,6.596127915167982,Trail,8.828851039582949,25.814435755512637,49.69181609664594,2024112600130,2,23.44967528185637,23.816263706583797,3.563679609152228,i,2908,2795,True,23.384754865400474,0.20176823723727857,5.381105666702675
22,38.30093384351125,6.763783191315836,Trail,15.198626329032031,26.701117615537818,125.79022472238483,2024112600130,2,23.746606771445663,24.319894767964083,2.3118642596191465,i,311,707,False,,,
23,38.34443116326299,6.6122199619060655,Trail,12.00746374722982,26.547639759325776,119.84972607098457,2024112600130,2,23.849011549083215,24.327435666677843,2.220670901332925,i,2202,2816,False,,,
24,38.264214422203594,6.597467366515291,Trail,13.938735320947377,25.13191147655783,106.60421802736363,2024112600130,2,22.27135304790069,22.80897680603519,9.152046751263468,i,1030,3681,True,22.9670232377168,0.13617621034689556,7.973024083959473
25,38.45094841037919,6.6083103310739535,Trail,16.00407738541245,25.278418176279832,107.92072923602662,2024112600130,2,22.26784156957861,22.862840980374493,8.694958957741145,i,3942,2048,True,23.16229851974542,0.16272604016908823,6.672172466250291
26,38.333516463366486,6.696916214556394,Trail,16.745388361072585,25.30096902481652,27.485810354337335,2024112600130,2,22.241230964309402,22.855519600413654,8.64398399729642,i,1360,1533,True,22.84061508298685,0.12256959952987437,8.858119867589993
27,38.26287383151176,6.667390545945099,Trail,13.971806547208633,25.318121857070906,28.594018785146794,2024112600130,2,22.454990447590863,22.993578499638723,7.601238967284579,i,459,2561,True,23.04393361047226,0.14780428828250344,7.345769310041426
28,38.45064477047056,6.691493850217772,Trail,13.41496907732568,26.009299115012794,105.43337043007838,2024112600130,2,23.19032492520671,23.712463774433978,3.9874107637053564,i,3282,707,True,23.388654729549483,0.19873627487581555,5.463200945255585
29,38.259090407037064,6.586587543370176,Trail,19.99461700640626,25.955554695091912,126.36349719574444,2024112600130,2,22.70327197081696,23.395209478962464,5.339804916494277,i,1033,3897,True,23.22811617863667,0.1718015397749087,6.31971172191263
30,38.33255849093274,6.604825144407988,Trail,9.934271605074464,26.137968797378456,78.06684396297933,2024112600130,2,23.645128723568526,24.052881237371334,2.8621804088763074,i,2070,3029,False,,,
31,38.309061801856686,6.78126708746103,Trail,17.89796830942256,25.99872956866534,174.3911585910695,2024112600130,2,22.86672023173027,23.50977391850803,4.940775717254889,i,304,361,True,23.378814473922063,0.19212730761584076,5.651129026015723
32,38.41831617965725,6.696387261031121,Trail,16.809528127268138,26.51502484776697,161.1527591269405,2024112600130,2,23.451136042246812,24.067063756840433,2.879526983058076,i,2725,880,False,,,
33,38.33944471010636,6.783441242726561,Trail,8.93775743836671,25.347150331011342,4.834463826679299,2024112600130,2,22.96907892057538,23.33983938530443,5.821681044644936,i,775,89,True,23.201743360087,0.16260484957053842,6.677145285799941
34,38.458091193843835,6.607425515511082,Trail,15.507199320767771,26.205712421073933,153.21491844526696,2024112600130,2,23.229378998326876,23.81108069819472,3.739986644929987,i,4063,2007,False,,,
35,38.46067042551796,6.628967746973505,Trail,15.534201369164693,25.749796626441572,59.77108659568427,2024112600130,2,22.7715742999537,23.35400650647243,5.4861156581194095,i,3935,1638,False,,,
36,38.31443975011354,6.654645166033142,Trail,8.767316611073483,24.882430587091022,177.6474067953665,2024112600130,2,22.525263861181024,22.889483413054773,8.276843311960844,i,1387,2365,True,22.67913583285354,0.10698056468104435,10.148910767064859
37,38.463704967451946,6.689595775571685,Trail,19.985553155834413,25.987253958318302,52.90722432878355,2024112600130,2,22.73546352563936,23.427198494446362,5.210467449769276,i,3506,635,False,,,
38,38.40127949778985,6.650314179007731,Trail,9.161691622834216,24.864027923766262,26.062317094859505,2024112600130,2,22.459088749794827,22.83834623984192,8.784483076571686,i,2814,1757,True,22.665266757642154,0.10456394528587701,10.383466325698931
39,38.30428913210343,6.582430191029628,Trail,14.989841883982226,26.58701439107676,96.82962084029191,2024112600130,2,23.647521761470436,24.215047396347043,2.4844592982373133,i,1792,3611,False,,,
