,ra,dec,source_type,trail_length,mag,beta,visit,detector,integrated_mag,PSF_mag,SNR,physical_filter,x,y,stack_detection,stack_mag,stack_mag_err,stack_snr
0,38.454432184653335,6.603799116839664,Trail,18.260543650891485,25.520382935934666,151.52563499372445,2024112600130,2,22.366598678039242,23.018410995401783,7.518712928591902,i,4033,2094,True,23.310121618655938,0.18623101313465587,5.8300504651879805
1,38.35391478914701,6.687361573542519,Trail,19.842912407515684,26.144310388778123,64.01860020952681,2024112600130,2,22.900296850572683,23.588834833459046,4.418383442729103,i,1763,1528,False,,,
2,38.424789078878376,6.539276583365416,Trail,14.6333024949177,25.436582079699,155.6472933494685,2024112600130,2,22.52322620398531,23.080778474349053,7.829353168960441,i,4065,3368,False,,,
3,38.49005281106512,6.674334626087458,Trail,13.792652214062464,26.62022456218665,122.51004094378584,2024112600130,2,23.771105098491013,24.30445045824996,2.295685994938313,i,4049,676,False,,,
4,38.3241816189094,6.565386891045847,Trail,15.535070544142581,25.27052193529347,175.53430688766417,2024112600130,2,22.292238861019513,22.874694566767687,8.632073435907811,i,2245,3732,True,23.12567318593684,0.15715436319738718,6.908724534707544
5,38.43917622190748,6.693641549570841,Trail,11.016452256349801,26.216936093211665,118.01614092327944,2024112600130,2,23.61183170164963,24.05747341787525,2.902821932805103,i,3081,761,False,,,
6,38.40008296462697,6.661567580101545,Trail,9.764417235920039,24.98628440616973,165.24291744144838,2024112600130,2,22.512168584543886,22.913763134963872,8.20527840657589,i,2707,1585,True,22.821153900511874,0.12057022411826362,9.0050110854332
7,38.31520386479026,6.739546837246377,Trail,9.06737596466588,26.13154593211347,35.77096428037725,2024112600130,2,23.73784187348935,24.11353392359407,2.7673414132348473,i,731,987,False,,,
8,38.23645490629657,6.610476383306153,Trail,17.7233569627979,26.30887879381322,21.786570696153774,2024112600130,2,23.18751383228049,23.826301220513002,3.5953858019712923,i,482,3688,False,,,
9,38.34027643019041,6.725185671983445,Trail,18.597108908057553,25.338978884652217,161.2627218775012,2024112600130,2,22.16536529868651,22.825189604319796,8.984420370882678,i,1246,1023,True,23.17802686302852,0.16535301624863355,6.566171149400497
10,38.44823423183103,6.727902193689038,Trail,8.70285404195986,24.770373823688956,56.68994002850917,2024112600130,2,22.421219573921107,22.78294851223617,9.531435309596588,i,2957,137,True,22.67837131359654,0.10266465175282317,10.575560197410134
11,38.359871303010515,6.637450836799823,Trail,18.102931395757444,26.063368979054573,57.729811247784625,2024112600130,2,22.918996715096952,23.56701809299131,4.453378375358583,i,2251,2288,True,23.258415727308194,0.18124252679879915,5.9905157135854
12,38.393505805396124,6.625775440028474,Trail,18.66465929172916,25.46695618380524,135.6248043321267,2024112600130,2,22.289406017205483,22.95082491586217,7.887702320731413,i,2883,2214,True,23.054741966288272,0.15001421482886212,7.237555494302652
13,38.31324836731494,6.663306372935384,Trail,13.543403398865452,25.328043697400332,129.71352995463548,2024112600130,2,22.498724161414113,23.024697637906236,7.34694084440096,i,1299,2234,True,23.107711910381195,0.15827277744878612,6.859904920221998
14,38.31543358528786,6.589362100156382,Trail,9.10736178133548,25.694126537681328,33.4827350915859,2024112600130,2,23.295645065540914,23.67285106423239,4.064478853643199,i,1916,3412,True,23.067241744277798,0.15097149143775548,7.19166376657126
15,38.337709384324455,6.6890161703548445,Trail,9.097671917509311,25.473717198533734,75.28969704452754,2024112600130,2,23.076391520679977,23.453230958998038,4.99678018846467,i,1490,1628,False,,,
16,38.381194136749905,6.731191533528034,Trail,13.780045288774195,25.58018917834564,62.80959413371961,2024112600130,2,22.732062566087087,23.265037249124077,6.0728500328723065,i,1856,607,True,23.209496860288688,0.16880386911442807,6.431939092711999
17,38.29636138541702,6.762538261526802,Trail,14.220546885840239,26.292150808492142,79.72702490944731,2024112600130,2,23.40986006206903,23.955650927000004,3.2264254086277564,i,248,762,False,,,
18,38.28739737954192,6.581449195794366,Trail,12.25254888405902,25.007718432093366,125.46914958750331,2024112600130,2,22.287152322355585,22.77341981125243,9.414388541699712,i,1528,3759,True,22.79116430225794,0.1162079911885793,9.343042536517347
19,38.34373081637254,6.733143596223036,Trail,7.51315874840938,25.951676599074606,64.26012270646127,2024112600130,2,23.762120185796643,24.076181625536684,2.853970931180755,i,1239,868,False,,,
20,38.44557947843774,6.707396429644561,Trail,7.64910075469176,25.456439650543444,127.04001351420283,2024112600130,2,23.247413696721676,23.56708864307229,4.602530082086325,i,3076,489,False,,,
21,38.380538969140574,6.596127915167982,Trail,8.828851039582949,25.814408874175374,49.69181609664594,2024112600130,2,23.449648400519106,23.816236825246534,3.563679609152228,i,2908,2795,True,23.382965067574478,0.20176779477950435,5.381117466960683
22,38.30093384351125,6.763783191315836,Trail,15.198626329032031,26.70127410580954,125.79022472238483,2024112600130,2,23.746763261717387,24.320051258235807,2.3118642596191465,i,311,707,False,,,
23,38.34443116326299,6.6122199619060655,Trail,12.00746374722982,26.54735066253113,119.84972607098457,2024112600130,2,23.84872245228857,24.327146569883197,2.220670901332925,i,2202,2816,False,,,
24,38.264214422203594,6.597467366515291,Trail,13.938735320947377,25.131945479428865,106.60421802736363,2024112600130,2,22.271387050771725,22.809010808906226,9.152046751263468,i,1030,3681,True,22.965987783475036,0.13617593478124904,7.973040218172466
25,38.45094841037919,6.6083103310739535,Trail,16.00407738541245,25.278590896261473,107.92072923602662,2024112600130,2,22.268014289560252,22.863013700356134,8.694958957741145,i,3942,2048,True,23.160919627937993,0.16273151109200076,6.671948152342204
26,38.333516463366486,6.696916214556394,Trail,16.745388361072585,25.30112411488208,27.485810354337335,2024112600130,2,22.24138605437496,22.855674690479212,8.64398399729642,i,1360,1533,True,22.84439366124491,0.12311892837338202,8.818596937957613
27,38.26287383151176,6.667390545945099,Trail,13.971806547208633,25.317697485734314,28.594018785146794,2024112600130,2,22.45456607625427,22.99315412830213,7.601238967284579,i,459,2561,True,23.04782153663478,0.14844953139440814,7.313840566283036
28,38.45064477047056,6.691493850217772,Trail,13.41496907732568,26.009150308244493,105.43337043007838,2024112600130,2,23.19017611843841,23.712314967665677,3.9874107637053564,i,3282,707,True,23.387327408668085,0.198735029522047,5.46323517987392
29,38.259090407037064,6.586587543370176,Trail,19.99461700640626,25.956345096915527,126.36349719574444,2024112600130,2,22.704062372640575,23.39599988078608,5.339804916494277,i,1033,3897,True,23.228339255323235,0.17193981814666612,6.3146292491247555
30,38.33255849093274,6.604825144407988,Trail,9.934271605074464,26.137702115801535,78.06684396297933,2024112600130,2,23.644862041991605,24.052614555794413,2.8621804088763074,i,2070,3029,False,,,
31,38.309061801856686,6.78126708746103,Trail,17.89796830942256,25.998500889536317,174.3911585910695,2024112600130,2,22.866491552601246,23.50954523937901,4.940775717254889,i,304,361,True,23.384149052356268,0.19212662740718825,5.651149033377075
32,38.41831617965725,6.696387261031121,Trail,16.809528127268138,26.514504513861578,161.1527591269405,2024112600130,2,23.45061570834142,24.06654342293504,2.879526983058076,i,2725,880,False,,,
33,38.33944471010636,6.783441242726561,Trail,8.93775743836671,25.346976079125824,4.834463826679299,2024112600130,2,22.968904668689863,23.33966513341891,5.821681044644936,i,775,89,True,23.229051641861655,0.1659772188526387,6.541477271782039
34,38.458091193843835,6.607425515511082,Trail,15.507199320767771,26.208139244476882,153.21491844526696,2024112600130,2,23.231805821729825,23.813507521597668,3.739986644929987,i,4063,2007,False,,,
35,38.46067042551796,6.628967746973505,Trail,15.534201369164693,25.749818491645172,59.77108659568427,2024112600130,2,22.7715961651573,23.35402837167603,5.4861156581194095,i,3935,1638,False,,,
36,38.31443975011354,6.654645166033142,Trail,8.767316611073483,24.88209371293203,177.6474067953665,2024112600130,2,22.52492698702203,22.88914653889578,8.276843311960844,i,1387,2365,True,22.677015567779335,0.10697404928886925,10.149528899539387
