,ra,dec,source_type,trail_length,mag,beta,visit,detector,integrated_mag,PSF_mag,SNR,physical_filter,x,y,stack_detection,stack_mag,stack_mag_err,stack_snr
0,53.353759338425064,-28.277318213479845,Trail,13.123546219395426,26.879839800478607,39.39837131119576,2024110800292,6,24.08471178768621,24.564914783229955,3.9889604641294376,g,1203,886,True,24.23508250116405,0.19958112811262366,5.440074495146898
1,53.439381420849166,-28.280818258961382,Trail,10.977676528383604,27.283667639611913,90.78922170496585,2024110800292,6,24.682391565665846,25.09575092877775,2.586994562660588,g,1442,2220,False,,,
2,53.554886825703036,-28.24914877687352,Trail,14.4392317869532,26.955388150784287,41.03836433118762,2024110800292,6,24.056527930782316,24.57437229859755,4.307826769855283,g,2401,3877,False,,,
3,53.456256811770274,-28.15143100423475,Trail,9.722411409561722,27.113864595384143,48.83556995166345,2024110800292,6,24.64442960899914,25.015143975944582,2.9714007907158875,g,3768,1968,True,24.400861280210417,0.20564994847515902,5.279535505885518
4,53.42021904826777,-28.19249594500011,Trail,11.872546500465411,26.490874656525815,78.76193335290571,2024110800292,6,23.804514958446795,24.246628184737027,5.5252144312047164,g,2922,1574,True,24.403661326369992,0.22459091332887207,4.834283759148655
5,53.498081273348795,-28.22425415106292,Trail,12.746204536145633,26.30119411399949,177.24437184885105,2024110800292,6,23.53774190587848,24.00670266183823,7.2494382901317875,g,2638,2902,True,23.806363153173788,0.12434208265975845,8.731848313407031
6,53.39081575937261,-28.12377197763628,Trail,15.10862181814996,26.887291856883518,10.178563497995716,2024110800292,6,23.939229730461904,24.47535335981135,4.928963195838537,g,4023,847,True,24.277341524348444,0.18183853179671333,5.97088083603716
7,53.48198088757002,-28.139806456604997,Trail,10.64395437258225,26.93872696998539,8.992699339461677,2024110800292,6,24.370969459500234,24.77326262222669,3.899042251645281,g,4062,2319,False,,,
8,53.480156960277846,-28.213739376094484,Trail,14.404417647069177,26.716633062805702,119.00615885458564,2024110800292,6,23.820393800359863,24.33727195396767,5.343232948383711,g,2760,2584,True,24.021545478157798,0.1512709509054827,7.177426982901168
9,53.44133851518637,-28.180679657008366,Trail,14.00934311960826,26.766082561647966,53.2022596418717,2024110800292,6,23.900038131038364,24.405840762493515,4.953097438475627,g,3203,1853,True,24.343838523886156,0.2053098890294145,5.288280120801085
10,53.438728292700894,-28.160852462636377,Trail,19.021202151698795,26.358163649005988,132.80717664788955,2024110800292,6,23.16006874613674,23.792948952375287,8.692152722641861,g,3541,1734,True,23.74368938987892,0.11821063344287011,9.184759214431024
11,53.53300847001462,-28.355651687629084,Trail,7.05691540532305,25.97021696780516,124.129546870306,2024110800292,6,23.84867968938973,24.11892060757865,6.326395526538623,g,459,3960,True,23.603432901231333,0.10776809916678301,10.07474580281715
12,53.40447121269965,-28.299836699017174,Trail,9.736753815068523,26.057877349615886,62.66541057550669,2024110800292,6,23.58684187610185,23.958059533204157,7.059061672037903,g,987,1757,True,23.763444309760576,0.12783870995453503,8.493015966324005
13,53.3944206905262,-28.144898487348037,Trail,15.219361185435188,26.77013552291681,31.43525617580471,2024110800292,6,23.81414446335849,24.353238536936832,5.450051953355038,g,3665,987,True,24.255055336167047,0.17971867823440077,6.041309759367592
14,53.421026856969476,-28.1385422267729,Trail,12.151728388501615,26.50025563840096,57.610949047271625,2024110800292,6,23.788660504017027,24.23948052048872,6.125862293373172,g,3870,1372,True,24.249254715219728,0.17791857104662626,6.102433255680744
15,53.45037386624831,-28.295973443246286,Trail,7.300176292694738,26.50909812145623,46.69363336667059,2024110800292,6,24.350764751285208,24.630765080733944,3.97139348574399,g,1215,2450,False,,,
16,53.43029284127111,-28.19627844965351,Trail,18.991431794080718,26.787750216435562,163.76556437929435,2024110800292,6,23.59135594613753,24.223557728020488,5.613116235047403,g,2891,1745,True,24.08367875919428,0.16959035319918514,6.4021106405912365
17,53.35193124387108,-28.25170162651783,Trail,19.867584528625663,26.614675938931242,142.98488874131039,2024110800292,6,23.3693132653258,24.021153079868252,6.577384867192594,g,1645,755,False,,,
18,53.40144942897498,-28.139081134594665,Trail,9.925958873438379,26.0643805394181,160.92846079392078,2024110800292,6,23.572449360823114,23.950270888082535,7.962707600399713,g,3792,1072,True,23.98294734828451,0.13990807252019538,7.76035424690313
19,53.443010843367986,-28.174853344479324,Trail,10.707561443340868,26.60177476652832,24.951119361978613,2024110800292,6,24.02754832854456,24.431965497575867,4.857434563143281,g,3311,1856,True,24.208373578992273,0.18109484517162508,5.995400938823898
20,53.45385666599595,-28.200123242298428,Trail,13.208078420696264,26.57741484126077,93.87627107723709,2024110800292,6,23.775315744232618,24.258009026436014,5.733006119280825,g,2906,2124,True,24.23456376562951,0.18352733645078198,5.915937242675017
21,53.5156214291726,-28.21834510624952,Trail,19.73348095063683,26.53690460601505,121.87006837845047,2024110800292,6,23.29889535407187,23.947772669909696,7.748826935839896,g,2803,3150,True,23.08798837215161,0.06545601706135075,16.587263532098024
22,53.47496258013992,-28.221776137007865,Trail,17.656389019589444,27.212978451094273,54.53127809637763,2024110800292,6,24.09572372864415,24.69664985729444,3.8552179981839627,g,2601,2536,True,24.3455608603343,0.20398067985104817,5.322740396546188
23,53.38010624823513,-28.242012669407973,Trail,8.404436560628138,25.646282264016666,166.67803527756473,2024110800292,6,23.335010755661312,23.657805227516015,9.126728294837413,g,1914,1152,True,23.528544389562448,0.10565000008059988,10.276726965734278
24,53.34132642557093,-28.264822409242427,Trail,19.129687654868377,26.147192263437365,143.64466262028736,2024110800292,6,22.942922565874944,23.578268244062986,9.849690943733208,g,1378,644,True,23.51578046018122,0.10367779842602655,10.472215085979041
25,53.4891194281757,-28.322619148056965,Trail,6.1024670030880355,25.755597970834035,149.84387207126417,2024110800292,6,23.791834371326058,24.02263897339428,7.001360992121689,g,884,3153,True,23.895890069700183,0.13774697471758393,7.882105628701919
26,53.351014990517605,-28.258148038094205,Trail,13.175366780636947,27.105753738366992,4.78058632965173,2024110800292,6,24.306346953116734,24.7880777731948,3.2202144142847997,g,1529,767,False,,,
27,53.48717791547803,-28.16345247502462,Trail,18.796918387120886,27.00621294976092,131.22521614736232,2024110800292,6,23.820996310267557,24.448745584481184,5.055559391504747,g,3666,2493,True,23.921289950581798,0.13183510050146255,8.235562461198143
28,53.37877605629034,-28.194141214108022,Trail,9.891523150766805,27.244893416207276,94.32636775586175,2024110800292,6,24.75673548674918,25.1333599950917,2.4170627411214642,g,2748,941,False,,,
29,53.45305934182911,-28.15555589224669,Trail,9.258760791763173,26.850877533593447,58.47702157439941,2024110800292,6,24.434495373938592,24.78873234814032,3.6878119655817967,g,3684,1935,False,,,
30,53.48539305927055,-28.29979365867462,Trail,12.945835659098982,26.17414663229622,35.14799303974823,2024110800292,6,23.393821408381392,23.868755634539287,8.059137723281951,g,1271,3005,True,23.876488865837494,0.13548583449618554,8.013651086074958
31,53.50101402339836,-28.16515165542984,Trail,14.585880010418204,26.212737510605603,142.72335112032832,2024110800292,6,23.30290591922395,23.82480319183532,9.104865178600807,g,3684,2714,True,23.88045798323646,0.12607876178957136,8.61157096839395
32,53.33525788226349,-28.287338447268837,Trail,15.644561503398585,27.222790057212073,33.63834767243345,2024110800292,6,24.236881569846133,24.787244321818697,3.3080603683334022,g,962,640,False,,,
33,53.3614948807382,-28.14431616228119,Trail,11.03100912796174,27.507865529548024,74.67387253968357,2024110800292,6,24.90132741964915,25.31643764656397,2.1575278811851772,g,3560,476,False,,,
34,53.41272766293771,-28.209005641590142,Trail,10.304471577556969,26.25485170428843,94.05983082488345,2024110800292,6,23.722287390088482,24.113124502238055,6.213259568977978,g,2606,1524,True,24.00243768731142,0.1574918456329261,6.893920128974218
35,53.50511978739566,-28.16431880211188,Trail,14.094560301497715,26.98350180500307,45.36003247230245,2024110800292,6,24.110872974936626,24.619081975614847,4.379913654653774,g,3713,2774,False,,,
36,53.47443673743521,-28.164169021677978,Trail,19.53501324939014,26.34468454227609,87.27003332839567,2024110800292,6,23.117650266986182,23.7621148730793,9.383559033843687,g,3608,2299,False,,,
